transaction_id,mall_name,branch_name,transaction_date,tax_amount,transaction_amount,transaction_type,transaction_status,transaction_date_iso
JO-2504-7940-46553,Y Mall,Y Mall Shmeisani,2025-01-21 14:00:00,0.24,3.27,Sale,Completed,2025-01-21T14:00:00
JO-2504-4807-70253,C Mall,C Mall Amman,2025-01-21 13:52:00,0.24,3.27,Sale,Completed,2025-01-21T13:52:00
JO-2504-7192-85792,C Mall,C Mall Aqaba,2025-01-21 13:45:00,0.18,2.44,Sale,Completed,2025-01-21T13:45:00
JO-2504-1855-30756,Y Mall,Y Mall Dabouq,2025-01-21 13:27:00,0.49,6.72,Sale,Completed,2025-01-21T13:27:00
JO-2504-9577-80222,Z Mall,Z Mall Al Jubeiha,2025-01-21 13:24:00,0.25,3.4,Sale,Completed,2025-01-21T13:24:00
JO-2504-8287-33497,Y Mall,Y Mall Shmeisani,2025-01-21 13:05:00,0.57,7.61,Sale,Completed,2025-01-21T13:05:00
JO-2504-1743-66108,Y Mall,Y Mall Dabouq,2025-01-21 12:54:00,0.24,3.27,Sale,Completed,2025-01-21T12:54:00
JO-2504-3585-36033,Y Mall,Y Mall Shmeisani,2025-01-21 12:52:00,0.24,3.27,Sale,Completed,2025-01-21T12:52:00
JO-2504-4064-32395,C Mall,C Mall Aqaba,2025-01-21 12:42:00,0.66,8.96,Sale,Completed,2025-01-21T12:42:00
JO-2504-5934-61285,C Mall,C Mall Aqaba,2025-01-21 12:28:00,2.49,33.62,Sale,Completed,2025-01-21T12:28:00
JO-2504-3101-62818,C Mall,C Mall Amman,2025-01-21 12:00:00,0.66,8.96,Sale,Completed,2025-01-21T12:00:00
JO-2504-7070-86299,Z Mall,Z Mall Gardens,2025-01-21 11:47:00,0.71,9.64,Sale,Completed,2025-01-21T11:47:00
JO-2504-3632-51505,Y Mall,Y Mall Tla'a Al-Ali,2025-01-21 11:29:00,0.24,3.27,Sale,Completed,2025-01-21T11:29:00
JO-2504-6302-28580,Z Mall,Z Mall Al Bayader,2025-01-20 20:22:00,0.78,10.51,Sale,Completed,2025-01-20T20:22:00
JO-2504-6824-78159,C Mall,C Mall Irbid,2025-01-20 19:57:00,0.66,8.96,Sale,Completed,2025-01-20T19:57:00
JO-2504-3508-79301,C Mall,C Mall Amman,2025-01-20 19:37:00,1.08,14.52,Sale,Completed,2025-01-20T19:37:00
JO-2504-2494-36601,C Mall,C Mall Irbid,2025-01-20 19:14:00,0.82,11.01,Sale,Completed,2025-01-20T19:14:00
JO-2504-5391-84520,Y Mall,Y Mall Dabouq,2025-01-20 19:14:00,0.24,3.27,Sale,Completed,2025-01-20T19:14:00
JO-2504-3481-36730,Z Mall,Z Mall Al Bayader,2025-01-20 19:00:00,0.24,3.27,Sale,Completed,2025-01-20T19:00:00
JO-2504-9261-72062,C Mall,C Mall Aqaba,2025-01-20 18:35:00,0.24,3.27,Sale,Completed,2025-01-20T18:35:00
JO-2504-2307-37034,C Mall,C Mall Amman,2025-01-20 18:03:00,0.66,8.96,Sale,Completed,2025-01-20T18:03:00
JO-2504-5414-33057,C Mall,C Mall Irbid,2025-01-20 17:34:00,0.34,4.54,Sale,Completed,2025-01-20T17:34:00
JO-2504-2604-35968,Z Mall,Z Mall Al Bayader,2025-01-20 17:32:00,1.19,15.9,Sale,Completed,2025-01-20T17:32:00
JO-2504-4459-45583,Y Mall,Y Mall Tla'a Al-Ali,2025-01-20 17:28:00,0.24,3.27,Sale,Completed,2025-01-20T17:28:00
JO-2504-6329-41270,Y Mall,Y Mall Shmeisani,2025-01-20 16:22:00,0.8,10.78,Sale,Completed,2025-01-20T16:22:00
JO-2504-8647-29950,C Mall,C Mall Amman,2025-01-20 16:15:00,0.87,11.71,Sale,Completed,2025-01-20T16:15:00
JO-2504-3743-58289,Z Mall,Z Mall Al Bayader,2025-01-20 16:06:00,0.24,3.27,Sale,Completed,2025-01-20T16:06:00
JO-2504-5113-31539,Y Mall,Y Mall Dabouq,2025-01-20 15:59:00,0.72,9.82,Sale,Completed,2025-01-20T15:59:00
JO-2504-7768-44828,Z Mall,Z Mall Al Bayader,2025-01-20 15:44:00,0.47,6.4,Sale,Completed,2025-01-20T15:44:00
JO-2504-8971-20771,Y Mall,Y Mall Tla'a Al-Ali,2025-01-20 15:40:00,0.48,6.55,Sale,Completed,2025-01-20T15:40:00
JO-2504-9945-80994,Y Mall,Y Mall Shmeisani,2025-01-20 15:35:00,0.24,3.27,Sale,Completed,2025-01-20T15:35:00
JO-2504-1884-61200,Y Mall,Y Mall Tla'a Al-Ali,2025-01-20 15:12:00,0.58,7.8,Sale,Completed,2025-01-20T15:12:00
JO-2504-4667-45102,C Mall,C Mall Irbid,2025-01-20 15:07:00,0.28,3.8,Sale,Completed,2025-01-20T15:07:00
JO-2504-4560-49528,C Mall,C Mall Amman,2025-01-20 15:06:00,0.45,6.09,Sale,Completed,2025-01-20T15:06:00
JO-2504-8031-88648,C Mall,C Mall Irbid,2025-01-20 14:41:00,0.42,5.72,Sale,Completed,2025-01-20T14:41:00
JO-2504-3483-36777,Z Mall,Z Mall Al Bayader,2025-01-20 14:38:00,0.49,6.74,Sale,Completed,2025-01-20T14:38:00
JO-2504-1676-74458,Y Mall,Y Mall Shmeisani,2025-01-20 14:26:00,0.24,3.27,Sale,Completed,2025-01-20T14:26:00
JO-2504-2320-52892,Z Mall,Z Mall Al Bayader,2025-01-20 14:19:00,0.14,1.82,Sale,Completed,2025-01-20T14:19:00
JO-2504-6995-31475,Z Mall,Z Mall Gardens,2025-01-20 14:16:00,0.41,5.56,Sale,Completed,2025-01-20T14:16:00
JO-2504-3326-95485,Y Mall,Y Mall Dabouq,2025-01-20 14:07:00,0.24,3.27,Sale,Completed,2025-01-20T14:07:00
JO-2504-4415-85551,C Mall,C Mall Aqaba,2025-01-20 14:07:00,0.66,8.96,Sale,Completed,2025-01-20T14:07:00
JO-2504-2179-79756,Z Mall,Z Mall Al Bayader,2025-01-20 14:02:00,0.48,6.55,Sale,Completed,2025-01-20T14:02:00
JO-2504-4079-85858,Z Mall,Z Mall Al Jubeiha,2025-01-20 13:56:00,3.03,41.11,Sale,Completed,2025-01-20T13:56:00
JO-2504-8906-23797,Y Mall,Y Mall Tla'a Al-Ali,2025-01-20 13:48:00,0.24,3.27,Sale,Completed,2025-01-20T13:48:00
JO-2504-6767-41274,Y Mall,Y Mall Tla'a Al-Ali,2025-01-20 13:37:00,1.32,17.91,Sale,Completed,2025-01-20T13:37:00
JO-2504-4361-55096,Z Mall,Z Mall Al Jubeiha,2025-01-20 13:36:00,2.24,30.43,Sale,Completed,2025-01-20T13:36:00
JO-2504-3481-13576,Z Mall,Z Mall Al Jubeiha,2025-01-20 13:25:00,0.34,4.54,Sale,Completed,2025-01-20T13:25:00
JO-2504-9344-99862,Z Mall,Z Mall Gardens,2025-01-20 12:59:00,0.24,3.27,Sale,Completed,2025-01-20T12:59:00
JO-2504-6912-84587,Y Mall,Y Mall Dabouq,2025-01-20 11:56:00,0.42,5.72,Sale,Completed,2025-01-20T11:56:00
JO-2504-6117-48914,C Mall,C Mall Irbid,2025-01-20 11:49:00,0.49,6.63,Sale,Completed,2025-01-20T11:49:00
JO-2504-2697-47214,Y Mall,Y Mall Tla'a Al-Ali,2025-01-20 11:37:00,1.3,17.58,Sale,Completed,2025-01-20T11:37:00
JO-2504-2892-21588,Y Mall,Y Mall Shmeisani,2025-01-20 11:29:00,0.75,10.01,Sale,Completed,2025-01-20T11:29:00
JO-2504-7315-99278,C Mall,C Mall Aqaba,2025-01-20 11:09:00,0.24,3.27,Sale,Completed,2025-01-20T11:09:00
JO-2504-3448-33797,Z Mall,Z Mall Al Jubeiha,2025-01-20 11:08:00,0.24,3.27,Sale,Completed,2025-01-20T11:08:00
JO-2504-4196-65298,C Mall,C Mall Amman,2025-01-20 10:38:00,0.59,7.89,Sale,Completed,2025-01-20T10:38:00
JO-2504-2739-51876,Y Mall,Y Mall Shmeisani,2025-01-20 10:37:00,0.42,5.67,Sale,Completed,2025-01-20T10:37:00
JO-2504-5593-82592,Z Mall,Z Mall Al Jubeiha,2025-01-19 20:14:00,1.49,20.17,Sale,Completed,2025-01-19T20:14:00
JO-2504-1725-24687,Y Mall,Y Mall Tla'a Al-Ali,2025-01-19 18:01:00,0.33,4.45,Sale,Completed,2025-01-19T18:01:00
JO-2504-6199-60876,Y Mall,Y Mall Tla'a Al-Ali,2025-01-19 17:50:00,0.66,8.96,Sale,Completed,2025-01-19T17:50:00
JO-2504-9968-71754,C Mall,C Mall Aqaba,2025-01-19 17:42:00,0.09,1.13,Sale,Completed,2025-01-19T17:42:00
JO-2504-2683-64453,C Mall,C Mall Irbid,2025-01-19 17:38:00,0.06,0.8,Sale,Completed,2025-01-19T17:38:00
JO-2504-8458-29732,Z Mall,Z Mall Al Jubeiha,2025-01-19 17:36:00,0.11,1.48,Sale,Completed,2025-01-19T17:36:00
JO-2504-1053-53781,C Mall,C Mall Aqaba,2025-01-19 17:27:00,0.25,3.4,Sale,Completed,2025-01-19T17:27:00
JO-2504-4724-38970,Y Mall,Y Mall Tla'a Al-Ali,2025-01-19 17:27:00,0.21,2.87,Sale,Completed,2025-01-19T17:27:00
JO-2504-6310-79101,Z Mall,Z Mall Gardens,2025-01-19 17:24:00,0.66,8.96,Sale,Completed,2025-01-19T17:24:00
JO-2504-4388-73975,C Mall,C Mall Amman,2025-01-19 16:53:00,1.74,23.63,Sale,Completed,2025-01-19T16:53:00
JO-2504-9985-62713,Y Mall,Y Mall Shmeisani,2025-01-19 16:30:00,0.24,3.27,Sale,Completed,2025-01-19T16:30:00
JO-2504-9806-37218,Z Mall,Z Mall Al Jubeiha,2025-01-19 16:23:00,1.43,19.39,Sale,Completed,2025-01-19T16:23:00
JO-2504-1025-39295,Z Mall,Z Mall Al Jubeiha,2025-01-19 16:08:00,2.47,33.45,Sale,Completed,2025-01-19T16:08:00
JO-2504-6868-33274,Z Mall,Z Mall Gardens,2025-01-19 15:50:00,0.75,10.01,Sale,Completed,2025-01-19T15:50:00
JO-2504-8214-23471,Z Mall,Z Mall Al Jubeiha,2025-01-19 15:40:00,0.48,6.55,Sale,Completed,2025-01-19T15:40:00
JO-2504-6348-77026,Z Mall,Z Mall Al Jubeiha,2025-01-19 15:39:00,1.15,15.54,Sale,Completed,2025-01-19T15:39:00
JO-2504-1223-18566,C Mall,C Mall Amman,2025-01-19 15:32:00,0.66,8.96,Sale,Completed,2025-01-19T15:32:00
JO-2504-9431-29828,Y Mall,Y Mall Tla'a Al-Ali,2025-01-19 15:06:00,0.71,9.62,Sale,Completed,2025-01-19T15:06:00
JO-2504-8731-84367,Y Mall,Y Mall Tla'a Al-Ali,2025-01-19 15:04:00,0.39,5.31,Sale,Completed,2025-01-19T15:04:00
JO-2504-8698-91387,C Mall,C Mall Irbid,2025-01-19 15:01:00,0.66,8.96,Sale,Completed,2025-01-19T15:01:00
JO-2504-3017-32982,C Mall,C Mall Irbid,2025-01-19 14:59:00,0.24,3.27,Sale,Completed,2025-01-19T14:59:00
JO-2504-6076-83894,C Mall,C Mall Irbid,2025-01-19 14:42:00,0.36,4.88,Sale,Completed,2025-01-19T14:42:00
JO-2504-8729-88413,Y Mall,Y Mall Dabouq,2025-01-19 14:28:00,0.24,3.27,Sale,Completed,2025-01-19T14:28:00
JO-2504-6245-80073,C Mall,C Mall Aqaba,2025-01-19 13:49:00,0.66,8.96,Sale,Completed,2025-01-19T13:49:00
JO-2504-9308-98478,Z Mall,Z Mall Gardens,2025-01-19 13:41:00,0.44,5.97,Sale,Completed,2025-01-19T13:41:00
JO-2504-6285-69737,C Mall,C Mall Irbid,2025-01-19 13:27:00,0.24,3.27,Sale,Completed,2025-01-19T13:27:00
JO-2504-4289-10397,Z Mall,Z Mall Al Bayader,2025-01-19 13:17:00,0.24,3.27,Sale,Completed,2025-01-19T13:17:00
JO-2504-7214-95685,Z Mall,Z Mall Al Jubeiha,2025-01-19 13:16:00,0.54,7.26,Sale,Completed,2025-01-19T13:16:00
JO-2504-7071-43266,Z Mall,Z Mall Gardens,2025-01-19 13:11:00,0.75,10.01,Sale,Completed,2025-01-19T13:11:00
JO-2504-5944-96182,Y Mall,Y Mall Tla'a Al-Ali,2025-01-19 13:10:00,1.32,17.78,Sale,Completed,2025-01-19T13:10:00
JO-2504-1917-70855,Y Mall,Y Mall Tla'a Al-Ali,2025-01-19 12:57:00,0.24,3.27,Sale,Completed,2025-01-19T12:57:00
JO-2504-7977-21303,C Mall,C Mall Amman,2025-01-19 12:52:00,2.12,28.58,Sale,Completed,2025-01-19T12:52:00
JO-2504-7020-86094,Z Mall,Z Mall Gardens,2025-01-19 12:51:00,0.83,11.17,Sale,Completed,2025-01-19T12:51:00
JO-2504-5741-82694,Y Mall,Y Mall Tla'a Al-Ali,2025-01-19 12:49:00,0.66,8.96,Sale,Completed,2025-01-19T12:49:00
JO-2504-5699-84586,Y Mall,Y Mall Shmeisani,2025-01-19 12:21:00,1.32,17.91,Sale,Completed,2025-01-19T12:21:00
JO-2504-7227-98164,Z Mall,Z Mall Al Jubeiha,2025-01-19 12:05:00,0.24,3.27,Sale,Completed,2025-01-19T12:05:00
JO-2504-7757-21777,C Mall,C Mall Amman,2025-01-19 12:00:00,0.66,8.96,Sale,Completed,2025-01-19T12:00:00
JO-2504-5496-65453,Z Mall,Z Mall Al Jubeiha,2025-01-19 11:36:00,0.48,6.55,Sale,Completed,2025-01-19T11:36:00
JO-2504-9893-37702,C Mall,C Mall Irbid,2025-01-19 11:24:00,0.47,6.35,Sale,Completed,2025-01-19T11:24:00
JO-2504-3588-78549,Y Mall,Y Mall Tla'a Al-Ali,2025-01-19 11:23:00,0.47,6.4,Sale,Completed,2025-01-19T11:23:00
JO-2504-6171-19432,Y Mall,Y Mall Shmeisani,2025-01-19 10:56:00,2.01,27.04,Sale,Completed,2025-01-19T10:56:00
JO-2504-4933-49855,Y Mall,Y Mall Dabouq,2025-01-19 10:54:00,0.81,11.0,Sale,Completed,2025-01-19T10:54:00
JO-2504-1763-54903,Y Mall,Y Mall Tla'a Al-Ali,2025-01-19 09:50:00,1.58,21.27,Sale,Completed,2025-01-19T09:50:00
JO-2504-1925-36245,Z Mall,Z Mall Al Bayader,2025-01-19 09:07:00,1.64,22.12,Sale,Completed,2025-01-19T09:07:00
JO-2504-5517-66814,Y Mall,Y Mall Dabouq,2025-01-18 20:39:00,0.6,8.11,Sale,Completed,2025-01-18T20:39:00
JO-2504-6386-77792,Y Mall,Y Mall Shmeisani,2025-01-18 18:07:00,0.75,10.01,Sale,Completed,2025-01-18T18:07:00
JO-2504-1097-35161,C Mall,C Mall Aqaba,2025-01-18 18:03:00,0.8,10.74,Sale,Completed,2025-01-18T18:03:00
JO-2504-8613-60309,Z Mall,Z Mall Gardens,2025-01-18 17:49:00,0.77,10.33,Sale,Completed,2025-01-18T17:49:00
JO-2504-8374-90996,Y Mall,Y Mall Tla'a Al-Ali,2025-01-18 17:22:00,0.66,8.96,Sale,Completed,2025-01-18T17:22:00
JO-2504-2679-53934,Z Mall,Z Mall Al Bayader,2025-01-18 17:02:00,0.56,7.49,Sale,Completed,2025-01-18T17:02:00
JO-2504-2274-11354,Y Mall,Y Mall Dabouq,2025-01-18 16:48:00,0.39,5.22,Sale,Completed,2025-01-18T16:48:00
JO-2504-1991-54989,Y Mall,Y Mall Dabouq,2025-01-18 16:31:00,0.74,9.93,Sale,Completed,2025-01-18T16:31:00
JO-2504-7022-55469,Z Mall,Z Mall Gardens,2025-01-18 16:15:00,1.13,15.31,Sale,Completed,2025-01-18T16:15:00
JO-2504-9094-29685,Y Mall,Y Mall Shmeisani,2025-01-18 16:14:00,0.52,6.98,Sale,Completed,2025-01-18T16:14:00
JO-2504-5754-67056,Y Mall,Y Mall Tla'a Al-Ali,2025-01-18 16:01:00,0.78,10.51,Sale,Completed,2025-01-18T16:01:00
JO-2504-2094-82489,Y Mall,Y Mall Tla'a Al-Ali,2025-01-18 16:01:00,0.24,3.27,Sale,Completed,2025-01-18T16:01:00
JO-2504-3821-93551,Y Mall,Y Mall Shmeisani,2025-01-18 15:57:00,0.24,3.27,Sale,Completed,2025-01-18T15:57:00
JO-2504-8954-32325,Y Mall,Y Mall Dabouq,2025-01-18 15:31:00,1.22,16.45,Sale,Completed,2025-01-18T15:31:00
JO-2504-3642-92603,C Mall,C Mall Aqaba,2025-01-18 15:30:00,0.66,8.96,Sale,Completed,2025-01-18T15:30:00
JO-2504-2992-61126,Z Mall,Z Mall Gardens,2025-01-18 15:29:00,0.76,10.18,Sale,Completed,2025-01-18T15:29:00
JO-2504-4042-77611,Z Mall,Z Mall Gardens,2025-01-18 15:25:00,1.32,17.91,Sale,Completed,2025-01-18T15:25:00
JO-2504-4467-49133,Z Mall,Z Mall Al Jubeiha,2025-01-18 14:52:00,0.75,10.01,Sale,Completed,2025-01-18T14:52:00
JO-2504-2702-46690,C Mall,C Mall Irbid,2025-01-18 14:51:00,0.84,11.39,Sale,Completed,2025-01-18T14:51:00
JO-2504-2966-26823,C Mall,C Mall Amman,2025-01-18 14:35:00,0.24,3.27,Sale,Completed,2025-01-18T14:35:00
JO-2504-3276-76131,C Mall,C Mall Irbid,2025-01-18 14:33:00,1.41,18.95,Sale,Completed,2025-01-18T14:33:00
JO-2504-3542-53996,C Mall,C Mall Aqaba,2025-01-18 14:29:00,0.44,5.97,Sale,Completed,2025-01-18T14:29:00
JO-2504-7308-86029,C Mall,C Mall Amman,2025-01-18 14:28:00,0.48,6.55,Sale,Completed,2025-01-18T14:28:00
JO-2504-5903-90240,Z Mall,Z Mall Gardens,2025-01-18 14:05:00,0.24,3.27,Sale,Completed,2025-01-18T14:05:00
JO-2504-8299-98103,Y Mall,Y Mall Shmeisani,2025-01-18 14:03:00,0.99,13.38,Sale,Completed,2025-01-18T14:03:00
JO-2504-9208-19063,C Mall,C Mall Irbid,2025-01-18 13:51:00,0.75,10.01,Sale,Completed,2025-01-18T13:51:00
JO-2504-5562-92600,Z Mall,Z Mall Gardens,2025-01-18 13:38:00,0.24,3.27,Sale,Completed,2025-01-18T13:38:00
JO-2504-1861-13773,Z Mall,Z Mall Al Jubeiha,2025-01-18 13:36:00,0.66,8.96,Sale,Completed,2025-01-18T13:36:00
JO-2504-6682-92675,Z Mall,Z Mall Al Jubeiha,2025-01-18 13:25:00,0.24,3.27,Sale,Completed,2025-01-18T13:25:00
JO-2504-9001-37894,C Mall,C Mall Irbid,2025-01-18 13:15:00,0.48,6.55,Sale,Completed,2025-01-18T13:15:00
JO-2504-9878-73256,C Mall,C Mall Irbid,2025-01-18 13:09:00,0.66,8.96,Sale,Completed,2025-01-18T13:09:00
JO-2504-4795-64304,Y Mall,Y Mall Shmeisani,2025-01-18 13:08:00,0.42,5.67,Sale,Completed,2025-01-18T13:08:00
JO-2504-9716-55781,C Mall,C Mall Aqaba,2025-01-18 12:45:00,0.66,8.96,Sale,Completed,2025-01-18T12:45:00
JO-2504-3187-69165,C Mall,C Mall Irbid,2025-01-18 12:44:00,1.05,14.07,Sale,Completed,2025-01-18T12:44:00
JO-2504-6261-92649,Y Mall,Y Mall Tla'a Al-Ali,2025-01-18 12:42:00,0.66,8.96,Sale,Completed,2025-01-18T12:42:00
JO-2504-8625-60934,Z Mall,Z Mall Al Bayader,2025-01-18 12:41:00,0.68,9.19,Sale,Completed,2025-01-18T12:41:00
JO-2504-6147-81870,Y Mall,Y Mall Dabouq,2025-01-18 12:39:00,0.48,6.55,Sale,Completed,2025-01-18T12:39:00
JO-2504-7734-88662,C Mall,C Mall Aqaba,2025-01-18 12:36:00,0.24,3.27,Sale,Completed,2025-01-18T12:36:00
JO-2504-1312-39499,Z Mall,Z Mall Al Bayader,2025-01-18 12:35:00,0.24,3.27,Sale,Completed,2025-01-18T12:35:00
JO-2504-6651-70359,C Mall,C Mall Amman,2025-01-18 12:27:00,0.28,3.8,Sale,Completed,2025-01-18T12:27:00
JO-2504-9343-70600,C Mall,C Mall Amman,2025-01-18 11:58:00,0.66,8.96,Sale,Completed,2025-01-18T11:58:00
JO-2504-8829-96407,Z Mall,Z Mall Al Bayader,2025-01-18 11:48:00,0.39,5.31,Sale,Completed,2025-01-18T11:48:00
JO-2504-8593-60878,Y Mall,Y Mall Shmeisani,2025-01-18 11:46:00,0.24,3.27,Sale,Completed,2025-01-18T11:46:00
JO-2504-3357-74664,Y Mall,Y Mall Shmeisani,2025-01-18 11:34:00,0.66,8.96,Sale,Completed,2025-01-18T11:34:00
JO-2504-2596-39143,Z Mall,Z Mall Al Jubeiha,2025-01-18 11:31:00,1.32,17.91,Sale,Completed,2025-01-18T11:31:00
JO-2504-8937-84342,Y Mall,Y Mall Dabouq,2025-01-18 11:27:00,0.66,8.96,Sale,Completed,2025-01-18T11:27:00
JO-2504-5151-43094,Z Mall,Z Mall Al Bayader,2025-01-18 11:24:00,0.25,3.4,Sale,Completed,2025-01-18T11:24:00
JO-2504-3161-45892,C Mall,C Mall Amman,2025-01-18 11:10:00,0.42,5.57,Sale,Completed,2025-01-18T11:10:00
JO-2504-1360-54682,Z Mall,Z Mall Gardens,2025-01-18 11:08:00,0.24,3.27,Sale,Completed,2025-01-18T11:08:00
JO-2504-4393-84879,Y Mall,Y Mall Shmeisani,2025-01-18 10:44:00,0.66,8.96,Sale,Completed,2025-01-18T10:44:00
JO-2504-3080-62145,C Mall,C Mall Aqaba,2025-01-18 10:43:00,0.24,3.27,Sale,Completed,2025-01-18T10:43:00
JO-2504-4536-15154,C Mall,C Mall Aqaba,2025-01-18 10:18:00,0.28,3.8,Sale,Completed,2025-01-18T10:18:00
JO-2504-9102-54734,C Mall,C Mall Irbid,2025-01-18 09:53:00,0.55,7.52,Sale,Completed,2025-01-18T09:53:00
JO-2504-5474-97617,Z Mall,Z Mall Al Bayader,2025-01-17 19:36:00,1.51,20.36,Sale,Completed,2025-01-17T19:36:00
JO-2504-4385-86617,Z Mall,Z Mall Al Bayader,2025-01-17 19:31:00,0.41,5.5,Sale,Completed,2025-01-17T19:31:00
JO-2504-1034-83616,Z Mall,Z Mall Al Jubeiha,2025-01-17 17:55:00,0.06,0.8,Sale,Completed,2025-01-17T17:55:00
JO-2504-9462-20462,C Mall,C Mall Irbid,2025-01-17 17:44:00,1.41,18.97,Sale,Completed,2025-01-17T17:44:00
JO-2504-6795-34852,C Mall,C Mall Irbid,2025-01-17 17:08:00,0.34,4.54,Sale,Completed,2025-01-17T17:08:00
JO-2504-7068-44961,C Mall,C Mall Irbid,2025-01-17 16:55:00,0.27,3.65,Sale,Completed,2025-01-17T16:55:00
JO-2504-1759-99188,Y Mall,Y Mall Shmeisani,2025-01-17 16:52:00,0.66,8.96,Sale,Completed,2025-01-17T16:52:00
JO-2504-5142-66432,C Mall,C Mall Irbid,2025-01-17 16:42:00,0.5,6.77,Sale,Completed,2025-01-17T16:42:00
JO-2504-5658-15210,Y Mall,Y Mall Shmeisani,2025-01-17 16:40:00,0.66,8.96,Sale,Completed,2025-01-17T16:40:00
JO-2504-3915-26976,Y Mall,Y Mall Dabouq,2025-01-17 16:25:00,0.57,7.66,Sale,Completed,2025-01-17T16:25:00
JO-2504-6303-16477,C Mall,C Mall Aqaba,2025-01-17 16:20:00,0.24,3.27,Sale,Completed,2025-01-17T16:20:00
JO-2504-8455-43200,C Mall,C Mall Amman,2025-01-17 16:12:00,0.11,1.48,Sale,Completed,2025-01-17T16:12:00
JO-2504-4879-73517,Y Mall,Y Mall Tla'a Al-Ali,2025-01-17 16:06:00,0.5,6.8,Sale,Completed,2025-01-17T16:06:00
JO-2504-3971-60370,Y Mall,Y Mall Tla'a Al-Ali,2025-01-17 16:00:00,0.92,12.47,Sale,Completed,2025-01-17T16:00:00
JO-2504-5147-39300,Z Mall,Z Mall Al Bayader,2025-01-17 15:40:00,0.42,5.72,Sale,Completed,2025-01-17T15:40:00
JO-2504-4555-54733,Y Mall,Y Mall Shmeisani,2025-01-17 15:38:00,0.66,8.96,Sale,Completed,2025-01-17T15:38:00
JO-2504-8578-48077,Z Mall,Z Mall Gardens,2025-01-17 15:37:00,0.44,5.97,Sale,Completed,2025-01-17T15:37:00
JO-2504-2994-42665,C Mall,C Mall Aqaba,2025-01-17 15:36:00,0.66,8.96,Sale,Completed,2025-01-17T15:36:00
JO-2504-7341-46642,C Mall,C Mall Amman,2025-01-17 15:35:00,0.47,6.35,Sale,Completed,2025-01-17T15:35:00
JO-2504-2848-71616,Y Mall,Y Mall Tla'a Al-Ali,2025-01-17 15:30:00,0.25,3.35,Sale,Completed,2025-01-17T15:30:00
JO-2504-3086-94525,C Mall,C Mall Irbid,2025-01-17 15:18:00,0.28,3.8,Sale,Completed,2025-01-17T15:18:00
JO-2504-3699-83832,Y Mall,Y Mall Dabouq,2025-01-17 15:09:00,0.66,8.96,Sale,Completed,2025-01-17T15:09:00
JO-2504-2465-27148,C Mall,C Mall Amman,2025-01-17 15:06:00,1.32,17.91,Sale,Completed,2025-01-17T15:06:00
JO-2504-6179-70002,Z Mall,Z Mall Al Bayader,2025-01-17 14:48:00,0.24,3.27,Sale,Completed,2025-01-17T14:48:00
JO-2504-6608-46341,Z Mall,Z Mall Al Jubeiha,2025-01-17 14:34:00,0.5,6.75,Sale,Completed,2025-01-17T14:34:00
JO-2504-1703-59014,Y Mall,Y Mall Dabouq,2025-01-17 14:30:00,0.55,7.45,Sale,Completed,2025-01-17T14:30:00
JO-2504-3894-44714,Y Mall,Y Mall Shmeisani,2025-01-17 14:24:00,0.34,4.54,Sale,Completed,2025-01-17T14:24:00
JO-2504-2841-94122,Z Mall,Z Mall Al Bayader,2025-01-17 14:22:00,1.0,13.5,Sale,Completed,2025-01-17T14:22:00
JO-2504-6487-54400,Y Mall,Y Mall Shmeisani,2025-01-17 14:18:00,0.66,8.96,Sale,Completed,2025-01-17T14:18:00
JO-2504-6318-23526,Y Mall,Y Mall Tla'a Al-Ali,2025-01-17 14:12:00,0.24,3.27,Sale,Completed,2025-01-17T14:12:00
JO-2504-7776-91787,Z Mall,Z Mall Gardens,2025-01-17 14:03:00,0.25,3.4,Sale,Completed,2025-01-17T14:03:00
JO-2504-2213-38894,Z Mall,Z Mall Al Jubeiha,2025-01-17 13:52:00,2.42,32.66,Sale,Completed,2025-01-17T13:52:00
JO-2504-7800-60860,C Mall,C Mall Irbid,2025-01-17 13:50:00,0.24,3.27,Sale,Completed,2025-01-17T13:50:00
JO-2504-5343-17734,Y Mall,Y Mall Dabouq,2025-01-17 13:45:00,0.83,11.28,Sale,Completed,2025-01-17T13:45:00
JO-2504-9795-11258,Y Mall,Y Mall Shmeisani,2025-01-17 13:33:00,0.66,8.96,Sale,Completed,2025-01-17T13:33:00
JO-2504-7506-84407,Z Mall,Z Mall Gardens,2025-01-17 13:19:00,0.66,8.96,Sale,Completed,2025-01-17T13:19:00
JO-2504-5127-33180,C Mall,C Mall Aqaba,2025-01-17 13:17:00,1.97,26.58,Sale,Completed,2025-01-17T13:17:00
JO-2504-9436-43313,Y Mall,Y Mall Tla'a Al-Ali,2025-01-17 13:12:00,0.05,0.68,Sale,Completed,2025-01-17T13:12:00
JO-2504-3241-51216,C Mall,C Mall Aqaba,2025-01-17 13:07:00,0.24,3.27,Sale,Completed,2025-01-17T13:07:00
JO-2504-4601-62680,Z Mall,Z Mall Gardens,2025-01-17 13:00:00,0.75,10.01,Sale,Completed,2025-01-17T13:00:00
JO-2504-3229-36770,Z Mall,Z Mall Al Jubeiha,2025-01-17 12:48:00,0.9,12.24,Sale,Completed,2025-01-17T12:48:00
JO-2504-4016-23779,Z Mall,Z Mall Al Jubeiha,2025-01-17 12:38:00,0.57,7.61,Sale,Completed,2025-01-17T12:38:00
